,polarity,date,tweet,tweet_processed,tweet_processed2
75,negatif,,"Croire qu'on est libre car on a ni revendications sociales ni problèmes de rémunérations, c'est le début du nombrilisme ! ! ! #GreveGenerale #reformedesretraites #France #Paris",croire libre car ni revendications sociales ni problèmes rémunérations début nombrilisme grevegenerale reformedesretraites france paris,croire libre car ni revendication social ni problème rémunération début nombrilisme grevegenerale reformedesretraites france pari
76,positif,,Quelle bêtise collective et que de lâchetés individuelles !!! #reformedesretraites #regimesspeciaux,quelle bêtise collective lâchetés individuelles reformedesretraites regimesspeciaux,quel bêtise collectif lâcheté individuel reformedesretraites regimesspeciaux
77,negatif,,"#Retraites : #violencesmédiatiques en continu contre les #grévistes - https://www.acrimed.org/Retraites-violences-mediatiques-en-continu-contre "" Si vous n’êtes pas vigilants, les médias arriveront à vous faire détester les gens opprimés et aimer ceux qui les oppriment.""Malcolm X #reformedesretraites #greves",retraites violencesmédiatiques continu contre grévistes si vigilants médias arriveront faire détester gens opprimés aimer ceux oppriment malcolm reformedesretraites greves,retraiter violencesmédiatiques continu contrer gréviste si vigilant média arriver faire détester gens opprimer aimer celui opprimer malcolm reformedesretraites greves
78,negatif,,"AG des grévistes de la #Raffinerie de #GrandPuits #Total qui decident aujourd’hui de la poursuite de la grève engagée contre la #reformedesretraites et son monde. 38 voix pour la poursuite, 35 pour l’arrêt total et 5 pour l’arrêt. Courage à eux. La #greve appartient aux grévistes",ag grévistes raffinerie grandpuits total decident aujourd hui poursuite grève engagée contre reformedesretraites monde 38 voix poursuite 35 arrêt total arrêt courage greve appartient grévistes,ag gréviste raffinerie grandpuits total decident aujourd hui poursuite grever engager contrer reformedesretraites monder 38 voix poursuite 35 arrêt total arrêt courage greve appartenir gréviste
79,positif,,@damienabad : « Le #gouvernement crée beaucoup d’exceptions pour un régime universel. Nous demandons des clarifications de la part d'@EmmanuelMacron. Quel est l’objectif de cette #reformedesretraites ? » #AvecLR,gouvernement crée beaucoup exceptions régime universel demandons clarifications part quel objectif cette reformedesretraites aveclr,gouvernement créer beaucoup exception régime universel demander clarification partir quel objectif ce reformedesretraites aveclr
80,negatif,,"la CGT appelle à ""un blocage total"" de toutes les raffineries du 7 au 10 janvier contre la #reformedesretraites. https://www.francetvinfo.fr/economie/automobile/essence/greve-contre-la-reforme-des-retraites-la-cgt-appelle-a-un-blocage-total-de-toutes-les-raffineries-du-7-au-10-janvier_3765199.html #Retraites #greve29decembre #GiletJaunes #LREM #Macron",cgt appelle blocage total toutes raffineries 10 janvier contre reformedesretraites retraites greve29decembre giletjaunes lrem macron,cgt appeler blocage total toute raffinerie 10 janvier contrer reformedesretraites retraiter greve29decembre giletjaunes lrem macron
81,negatif,,#TF1LEJT cher @franck_louvrier tu approuves le principe de la #reformedesretraites mais tu critiques la méthode du #gouvernement qui aurait dû négocier avec les avant . Je comprends mieux pourquoi M. #Sarkozy n'a pas engagé les #reformes durant son mandat. #Elysee,tf1lejt cher approuves principe reformedesretraites critiques méthode gouvernement dû négocier avant comprends mieux pourquoi sarkozy engagé reformes durant mandat elysee,tf1lejt cher approuver principe reformedesretraites critiquer méthode gouvernement devoir négocier avant comprendre mieux pourquoi sarkozy engager reformer durer mandat elysee
82,positif,,"Collègues de maternelle, le ministère met à disposition en cette période de grève un nouvel outil pédagogique pour ""renforcer la maîtrise des outils scripteurs."" #stylosrouges #greve #greve31decembre #Retraites #reformedesretraites #pasderetraitpasderentrée",collègues maternelle ministère met disposition cette période grève nouvel outil pédagogique renforcer maîtrise outils scripteurs stylosrouges greve greve31decembre retraites reformedesretraites pasderetraitpasderentrée,collègue maternel ministère mettre disposition ce période grever nouveau outil pédagogique renforcer maîtriser outil scripteur stylosrouges greve greve31decembre retraiter reformedesretraites pasderetraitpasderentrée
83,negatif,,"#greve contre la #reformedesretraites : la #CGT appelle à ""un #blocage #total "" de toutes les #raffineries du 7 au 10 janvier #rêvegenerale https://www.francetvinfo.fr/economie/automobile/essence/greve-contre-la-reforme-des-retraites-la-cgt-appelle-a-un-blocage-total-de-toutes-les-raffineries-du-7-au-10-janvier_3765199.html#xtor=CS2-765-[autres]-",greve contre reformedesretraites cgt appelle blocage total toutes raffineries 10 janvier rêvegenerale,greve contrer reformedesretraites cgt appeler blocage total toute raffinerie 10 janvier rêvegenerale
84,negatif,,La CGT veut faire en sorte qu'aucun produit ne sorte des raffineries françaises pendant 96 heures. https://www.francetvinfo.fr/economie/automobile/essence/greve-contre-la-reforme-des-retraites-la-cgt-appelle-a-un-blocage-total-de-toutes-les-raffineries-du-7-au-10-janvier_3765199.html?utm_medium=Social&amp;utm_source=Facebook&amp;Echobox=1577732352#xtor=CS1-746 #GiletsJaunes #France #ViveLaRépublique #FREXIT #CGT #CFDT #FO #CFECGC #CFTC #CGTFO #Justice #Référendum #RéformedesRetraites #Constitution,cgt veut faire sorte aucun produit sorte raffineries françaises pendant 96 heures giletsjaunes france vivelarépublique frexit cgt cfdt fo cfecgc cftc cgtfo justice référendum réformedesretraites constitution,cgt vouloir faire sortir aucun produire sortir raffinerie français pendre 96 heure giletsjaunes france vivelarépublique frexit cgt cfdt fo cfecgc cftc cgtfo justice référendum réformedesretraites constitution
85,negatif,,"#reformedesretraites #FO Contre la capitalisation, mais est co-gérant de #PREFON retraite complémentaire pas capitalisation ! #FO dit qu'ils sont contre PREFON et que l'Etat doit prendre en compte les primes dans le calcul des retraites, et c'est justement le projet actuel !",reformedesretraites fo contre capitalisation co gérant prefon retraite complémentaire capitalisation fo dit contre prefon etat doit prendre compte primes calcul retraites justement projet actuel,reformedesretraites fo contrer capitalisation co gérer prefon retraiter complémentaire capitalisation fo dire contrer prefon etat devoir prendre compter primer calcul retraiter justement projet actuel
86,negatif,,Je suis fatiguée de la grève et de ses impacts... Les trajets sont de plus en plus longs et épuisants . Tu sors de chez toi crevé tu rentre encore plus crevé. #greve30décembre #RERD #RERA #greve #reformedesretraites,fatiguée grève impacts trajets plus plus longs épuisants sors chez crevé rentre encore plus crevé greve30décembre rerd rera greve reformedesretraites,fatiguer grever impact trajet plaire plaire long épuisant sortir chez crever rentrer encore plaire crever greve30décembre rerd rera greve reformedesretraites
87,positif,,"Marre d’entendre sur toutes les télés,radios l’expression les syndicats réformistes #greve31decembre #greve30décembre #Greve #reformedesretraites #SudRail #CFDT #CGT #BFMTV #Retraites",marre entendre toutes télés radios expression syndicats réformistes greve31decembre greve30décembre greve reformedesretraites sudrail cfdt cgt bfmtv retraites,marrer entendre toute télé radio expression syndicat réformiste greve31decembre greve30décembre greve reformedesretraites sudrail cfdt cgt bfmtv retraiter
88,negatif,,La rue s'affiche #paris #france #manifestation #greve #GreveGenerale #greve17decembre #strike #photography #street #streelife #reformedesretraites #streetphotography #streetphoto #everybodystreet #wearestreet #lifeisstreet #nonstopstreet #photoderue IG : https://instagram.com/yinouh/,rue affiche paris france manifestation greve grevegenerale greve17decembre strike photography street streelife reformedesretraites streetphotography streetphoto everybodystreet wearestreet lifeisstreet nonstopstreet photoderue ig,ruer afficher pari france manifestation greve grevegenerale greve17decembre strike photography street streelife reformedesretraites streetphotography streetphoto everybodystreet wearestreet lifeisstreet nonstopstreet photoderue ig
89,negatif,,Los huelguistas siguen determinados en el metro. #TousEnsemble contra #reformedesretraites . ¡LA FUERZA DE LOS TRABAJADORES ES LA HUELGA!,los huelguistas siguen determinados el metro tousensemble contra reformedesretraites fuerza los trabajadores huelga,los huelguistas siguen determinados el metro tousensemble contrer reformedesretraites fuerza los trabajadores huelga
90,negatif,,La seule chose qui va de produire c'est le petit arrangement organisé avec la #CFDT ! Fin de l'âge pivot!! Mais le reste de la #reformedesretraites nous sera imposé ! Restons mobilisés pour la défense de notre système de retraite! #9Janvier2020,seule chose va produire petit arrangement organisé cfdt fin âge pivot reste reformedesretraites imposé restons mobilisés défense système retraite 9janvier2020,seul chose aller produire petit arrangement organiser cfdt fin âge pivot rester reformedesretraites imposer rester mobiliser défense système retraiter 9janvier2020
91,negatif,,Plus d'une centaine de personnes de personnes manifestent se soir à #Carcassonne (11) contre la #reformedesretraites. #GiletsJaunes et syndiqués sont présent. #greve30décembre #greve31decembre #Macron,plus centaine personnes personnes manifestent soir carcassonne 11 contre reformedesretraites giletsjaunes syndiqués présent greve30décembre greve31decembre macron,plaire centaine personne personne manifester soir carcassonne 11 contrer reformedesretraites giletsjaunes syndiquer présent greve30décembre greve31decembre macron
92,positif,,La seule victoire de la #CGT et #SudRail sera la privatisation de la @SNCF .#reformedesretraites #greve,seule victoire cgt sudrail privatisation reformedesretraites greve,seul victoire cgt sudrail privatisation reformedesretraites greve
93,negatif,,"Numéro d'enfumage en vue, à base de : -""j'entends ceux qui sont dans la rue"" (=je me fiche de ces gueux). -""ambition forte de réformer le pays"" (=destruction totale du modèle social et solidaire français). #31decembre #retraites #reformedesretraites #greve30decembre",numéro enfumage vue base entends ceux rue fiche gueux ambition forte réformer pays destruction totale modèle social solidaire français 31decembre retraites reformedesretraites greve30decembre,numéro enfumage vu baser entendre celui ruer ficher gueux ambition fort réformer pays destruction total modeler social solidaire français 31decembre retraiter reformedesretraites greve30decembre
94,negatif,,"La #bourse grimpe de 29% cette année,record inégalé depuis plus de 20 ans ! Entendu sur #France info.Mais pourquoi donc on la sent pas la #reformedesretraites ?Les #actionnaires sont eux, très enthousiastes @EmmanuelMacron⁩ ⁦⁦@Francois_Ruffin⁩",bourse grimpe 29 cette année record inégalé depuis plus 20 ans entendu france info pourquoi donc sent reformedesretraites actionnaires très enthousiastes,bourse grimper 29 ce année record inégaler depuis plaire 20 an entendre france info pourquoi donc sentir reformedesretraites actionnaire très enthousiaste
95,positif,,Pour savoir comment soutenir la lutte via les caisses de grève : https://lafranceinsoumise.fr/2019/12/16/caisses-de-greve-comment-participer-soutenir-grevistes/?fbclid=IwAR2Uk4rVlLB-UjN4w-ZW-lbACqjKrFSqMI9Wp5N_wV-yc7QDoTLUOSGCN2Q #RéformeDesRetraites,savoir comment soutenir lutte via caisses grève réformedesretraites,savoir comment soutenir lutter via caisse grever réformedesretraites
